proposition,dominant_topic,topic_name,clean
Il faut que la TVA soit réduite pour les produits de première nécessité ,9,Rémunération des agriculteurs,tva réduire nécessité
"Il faut pour la nutrition, s'adresser aux adultes responsables et pas aux enfants pris en charge par leurs parents ",8,Alimentation des enfants,nutrition adresser adulte responsable al enfant prendre charge parent
Il faut éviter d'acheter des produits transformés et cuisiner avec des produits de base,4,Habitude de consommation alimentaire,éviter acheter transformer cuisiner base
Il faut que les producteurs locaux viennent dans les supérettes et grandes surfaces pour présenter leurs produits ,7,Circuit court,producteur local venir supérette surface présenter
Il faut prendre des décisions radicales en interdisant tout pesticides et herbicides. en bio cela se fait donc c'est POSSIBLE !,7,Circuit court,prendre décision radical interdire pesticide herbicide bio possible
"Il faut ne pas gâcher la nourriture, mais utiliser les restes de façon originale : présentation agréable, emploi de condiments et garnitures",4,Habitude de consommation alimentaire,gâcher nourriture utiliser reste original présentation agréable emploi condiment garniture
Il faut revenir aux petits commerces alimentaires (avec beaucoup moins d'impôts et de taxes) et de proximité. etc,7,Circuit court,revenir petit commerce alimentaire impôt taxe proximité
"Il faut privilégier les aliments fabriqués, produits ou élevés en France pour améliorer les conditions de vie de nos paysans",1,Agriculture biologique,privilégier aliment fabriquer produire élevé france améliorer condition vie paysan
Il faut interdire des cultures avec utilisation de pesticides à proximité des ruches.,1,Agriculture biologique,interdire culture utilisation pesticide proximité ruche
Il faut afficher les deux principaux ingrédients de chaque produit de façon visible à l'avant de l'emballage,2,Produits transformés,afficher principal ingrédient visible emballage
"Il faut développer les applications telles que ""yuka"" qui permet de savoir s'il y a des additifs nocifs ou pas dans les aliments",2,Produits transformés,développer application yuka permettre savoir additif nocif aliment
"Il faut faire de l'info auprès des décideurs ( intendants, municipalités, asso. de parents d'élèves) pour choisir le bio/local/équitable",8,Alimentation des enfants,info décideur intendant municipalité asso parent élève choisir biolocaléquitable
Il faut manger essentiellement des produits brutes et réduire drastiquement sa consommation de produits transformés et ultra-transformés,4,Habitude de consommation alimentaire,manger essentiellement brut réduire drastiquemer consommation transformer ultratransformés
Il faut taxer plus lourdement les importations de produits agricoles hors Europe  et durcir la législation européenne sur le bio.,1,Agriculture biologique,taxer lourdement importation agricole europe durcir législation européen bio
"Il faut supprimer la TVA sur les produits bruts (fruits, légumes) en vrac et l'augmenter sur les produits industriels. Ex : salade en sachet",9,Rémunération des agriculteurs,supprimer tva brut fruit légume vrac augmenter industriel salade sachet
Il faut bien choisir les aliments,2,Produits transformés,choisir aliment
"Il faut travailler ensemble (toutes filières, tous maillons) sur tous les enjeux de la production alimentaire",5,Gaspillage alimentaire,travailler ensemble filière maillon enjeu production alimentaire
Il faut supprimer la TVA pour tous les produits réellement équitables,9,Rémunération des agriculteurs,supprimer tva réellement équitable
Il faut arrêter de saouler le consommateur avec le bio qui n'est absolument pas un gage de qualité nutritionnelle ou même organoleptique !,5,Gaspillage alimentaire,arrêter saouler consommateur bio absolument gage qualité nutritionnel organoleptique
"Il faut consommer local, bio. De préférence manger moins sucré, salé, moins de gras, limiter les produits raffinés et transformés",4,Habitude de consommation alimentaire,consommer local bio préférence manger sucré saler gras limiter raffiné transformer
"Il faut que les boulangeries, commerces qui vendent des plats à emporter proposent des alternatives vegan, végétariennes",8,Alimentation des enfants,boulangerie commerce vendre plat emporter proposer alternative végétarienner
Il faut informer sur les risques santé d'une alimentation riche en protéines animales,0,Consommation Viande,informer risque santé alimentation riche protéine animal
Il faut arrêter de manger des animaux,0,Consommation Viande,arrêter manger animal
Il faut arrêter le gaspillage alimentaire en supprimant le calibrage des fruits et légumes,5,Gaspillage alimentaire,arrêter gaspillage alimentaire supprimer calibrage fruit légume
Il faut redonner la valeur des choses. Abandonner la consommation pour apprécier faire. Retrouver le goût d'être à table ensemble. ,4,Habitude de consommation alimentaire,redonner chose abandonner consommation apprécier retrouver goût table ensembl
"Il faut mettre à disposition des rayons de produits en date limite de consommation à -50%, plutôt que de jeter ",5,Gaspillage alimentaire,mettre disposition rayon date limite consommation jeter
Il faut une campagne plus agressive sur la malbouffe. Manger tue aussi,2,Produits transformés,campagne agressif malbouffe manger taire
Il faut rendre les compositions des produits transformés plus lisibles,2,Produits transformés,rendre composition transformer lisible
"Il faut apprendre dès le plus jeune âge à bien manger : produits locaux, sains, non transformés et cuisinés soi-même",8,Alimentation des enfants,apprendre jeune âge manger local sain transformer cuisiner soimême
"Il faut revenir aux petits commerces, avec des gens qui doivent avoir un CAP pour exercer (boucher, traiteur, charcutier, boulanger, ect)",7,Circuit court,revenir petit commerce devoir cap exercer traiteur charcutier boulanger ect
Il faut que l'on vende encore plus au détail ,1,Agriculture biologique,vendre détail
Il faut manger plus de fruits et légumes ,4,Habitude de consommation alimentaire,manger fruit légume
Il faut avoir un étiquetage simple et compréhensible sur l'origine et la qualité des produits.,2,Produits transformés,étiquetage simple compréhensible origine qualité
Il faut proposer dans tous les foyers des composteurs au même titre que les containers poubelles,3,Cultiver soi-même,proposer foyer composteur titre container poubelle
"Il faut que les gens se mettent à acheter de façon plus raisonnée, plutôt que de toujours chercher à gagner plus d'argent",7,Circuit court,mettre acheter raisonner chercher gagner argent
Il faut interdire l'appellation bio pour les produits importés ne respectant pas les standards bio français ou européen,1,Agriculture biologique,interdire appellation bio importer respecter standard bio français européen
Il faut rendre illégal (peine de prison) l'utilisation des produits sanitaires et revenir à des pratiques agricoles respectueuses du vivant.,1,Agriculture biologique,rendre illégal peine prison utilisation sanitaire revenir pratique agricole respectueuser vivant
Il faut manger plusieurs fruits par jour avant les repas,4,Habitude de consommation alimentaire,manger fruit jour repas
Il faut que l'origine des viandes et poisson soit tracée impérativement,0,Consommation Viande,origine viande poisson tracer impérativement
"Il faut inciter les consommateurs à acheter en vrac autant que possible, l'initiative et l'attractivité doivent venir des commerçants",7,Circuit court,inciter consommateur acheter vrac autant possible initiative attractivité devoir venir commerçant
Il faut baisser les prix sur l'alimentation en général,9,Rémunération des agriculteurs,baisser prix alimentation général
"Il faut mieux rémunérer les agriculteurs, afin qu'ils proposent une agriculture et une alimentation de haute qualité",7,Circuit court,mieux rémunérer agriculteur proposer agriculture alimentation qualité
"Il faut imposer aux cantines des services publics (scolaires, hôpitaux, maisons de santé..) de montrer l'exemple (repas écologique)",8,Alimentation des enfants,imposer cantine service public scolaire hôpital maison santé montrer exemple repas écologique
